,Chromosome,Start,End,Threshold,Sequence_id
1891,chr1,13852,13872,150,GQ153546.1
1892,chr1,13874,13892,150,GQ153546.1
1893,chr1,15312,15326,150,GQ153546.1
1894,chr1,16417,16435,150,GQ153546.1
1895,chr1,17133,17160,150,GQ153546.1
1896,chr1,18181,18197,150,GQ153546.1
1897,chr1,21848,21867,150,GQ153546.1
1898,chr1,25230,25250,150,GQ153546.1
1899,chr1,26159,26179,150,GQ153546.1
1900,chr1,26634,26648,150,GQ153546.1
1901,chr1,26881,26893,150,GQ153546.1
1902,chr1,109,121,300,GQ153546.1
1903,chr1,583,601,300,GQ153546.1
1904,chr1,870,888,300,GQ153546.1
1905,chr1,4541,4564,300,GQ153546.1
1906,chr1,5233,5251,300,GQ153546.1
1907,chr1,10461,10477,300,GQ153546.1
1908,chr1,13852,13869,300,GQ153546.1
1909,chr1,13874,13892,300,GQ153546.1
1910,chr1,16419,16435,300,GQ153546.1
1911,chr1,17134,17160,300,GQ153546.1
1912,chr1,25234,25250,300,GQ153546.1
1913,chr1,26159,26179,300,GQ153546.1
1914,chr1,105,123,50,GQ153547.1
1915,chr1,233,249,50,GQ153547.1
1916,chr1,291,307,50,GQ153547.1
1917,chr1,334,350,50,GQ153547.1
1918,chr1,380,397,50,GQ153547.1
1919,chr1,581,601,50,GQ153547.1
1920,chr1,870,903,50,GQ153547.1
1921,chr1,1147,1167,50,GQ153547.1
1922,chr1,1249,1266,50,GQ153547.1
1923,chr1,1627,1639,50,GQ153547.1
1924,chr1,2708,2724,50,GQ153547.1
1925,chr1,2801,2817,50,GQ153547.1
1926,chr1,2869,2889,50,GQ153547.1
1927,chr1,3009,3029,50,GQ153547.1
1928,chr1,3680,3700,50,GQ153547.1
1929,chr1,4547,4577,50,GQ153547.1
1930,chr1,4904,4924,50,GQ153547.1
1931,chr1,5241,5262,50,GQ153547.1
1932,chr1,5274,5293,50,GQ153547.1
1933,chr1,5527,5549,50,GQ153547.1
1934,chr1,6023,6041,50,GQ153547.1
1935,chr1,7417,7437,50,GQ153547.1
1936,chr1,7670,7682,50,GQ153547.1
1937,chr1,9150,9170,50,GQ153547.1
1938,chr1,9369,9391,50,GQ153547.1
1939,chr1,10466,10488,50,GQ153547.1
1940,chr1,10749,10761,50,GQ153547.1
1941,chr1,11285,11306,50,GQ153547.1
1942,chr1,11934,11946,50,GQ153547.1
1943,chr1,12319,12339,50,GQ153547.1
1944,chr1,12435,12458,50,GQ153547.1
1945,chr1,13064,13080,50,GQ153547.1
1946,chr1,13347,13368,50,GQ153547.1
1947,chr1,13410,13429,50,GQ153547.1
1948,chr1,13859,13903,50,GQ153547.1
1949,chr1,14458,14474,50,GQ153547.1
1950,chr1,15315,15335,50,GQ153547.1
1951,chr1,15497,15515,50,GQ153547.1
1952,chr1,15822,15839,50,GQ153547.1
1953,chr1,15859,15873,50,GQ153547.1
1954,chr1,16115,16137,50,GQ153547.1
1955,chr1,16144,16168,50,GQ153547.1
1956,chr1,16424,16444,50,GQ153547.1
1957,chr1,17142,17170,50,GQ153547.1
1958,chr1,17359,17380,50,GQ153547.1
1959,chr1,17637,17659,50,GQ153547.1
1960,chr1,18008,18028,50,GQ153547.1
1961,chr1,18188,18210,50,GQ153547.1
1962,chr1,18504,18516,50,GQ153547.1
1963,chr1,18806,18822,50,GQ153547.1
1964,chr1,18957,18979,50,GQ153547.1
1965,chr1,21228,21249,50,GQ153547.1
1966,chr1,21856,21876,50,GQ153547.1
1967,chr1,22618,22638,50,GQ153547.1
1968,chr1,22852,22864,50,GQ153547.1
1969,chr1,23288,23300,50,GQ153547.1
1970,chr1,23489,23505,50,GQ153547.1
1971,chr1,23990,24007,50,GQ153547.1
1972,chr1,24040,24055,50,GQ153547.1
1973,chr1,24570,24584,50,GQ153547.1
1974,chr1,25106,25126,50,GQ153547.1
1975,chr1,25239,25261,50,GQ153547.1
1976,chr1,26014,26032,50,GQ153547.1
1977,chr1,26165,26188,50,GQ153547.1
1978,chr1,26640,26661,50,GQ153547.1
1979,chr1,26886,26902,50,GQ153547.1
1980,chr1,28200,28212,50,GQ153547.1
1981,chr1,28533,28551,50,GQ153547.1
1982,chr1,28749,28761,50,GQ153547.1
1983,chr1,29567,29585,50,GQ153547.1
1984,chr1,106,122,150,GQ153547.1
1985,chr1,583,599,150,GQ153547.1
1986,chr1,870,892,150,GQ153547.1
1987,chr1,1149,1167,150,GQ153547.1
1988,chr1,1253,1265,150,GQ153547.1
1989,chr1,3015,3029,150,GQ153547.1
1990,chr1,4548,4573,150,GQ153547.1
1991,chr1,4908,4924,150,GQ153547.1
1992,chr1,5241,5260,150,GQ153547.1
1993,chr1,5531,5549,150,GQ153547.1
1994,chr1,10466,10486,150,GQ153547.1
1995,chr1,11290,11306,150,GQ153547.1
1996,chr1,12435,12453,150,GQ153547.1
1997,chr1,13068,13080,150,GQ153547.1
1998,chr1,13411,13427,150,GQ153547.1
1999,chr1,13861,13881,150,GQ153547.1
2000,chr1,13883,13903,150,GQ153547.1
2001,chr1,16146,16167,150,GQ153547.1
2002,chr1,16426,16444,150,GQ153547.1
2003,chr1,17142,17169,150,GQ153547.1
2004,chr1,18009,18027,150,GQ153547.1
2005,chr1,18190,18206,150,GQ153547.1
2006,chr1,21857,21876,150,GQ153547.1
2007,chr1,25239,25259,150,GQ153547.1
2008,chr1,26168,26188,150,GQ153547.1
2009,chr1,26643,26657,150,GQ153547.1
2010,chr1,26890,26902,150,GQ153547.1
2011,chr1,109,121,300,GQ153547.1
2012,chr1,587,599,300,GQ153547.1
2013,chr1,870,888,300,GQ153547.1
2014,chr1,4550,4573,300,GQ153547.1
2015,chr1,5242,5260,300,GQ153547.1
2016,chr1,5531,5549,300,GQ153547.1
2017,chr1,10470,10486,300,GQ153547.1
2018,chr1,12441,12453,300,GQ153547.1
2019,chr1,13861,13878,300,GQ153547.1
2020,chr1,13883,13903,300,GQ153547.1
2021,chr1,16147,16167,300,GQ153547.1
2022,chr1,16428,16444,300,GQ153547.1
2023,chr1,17143,17169,300,GQ153547.1
2024,chr1,25243,25259,300,GQ153547.1
2025,chr1,26168,26188,300,GQ153547.1
2026,chr1,105,123,50,GQ153548.1
2027,chr1,233,249,50,GQ153548.1
2028,chr1,291,307,50,GQ153548.1
2029,chr1,334,350,50,GQ153548.1
2030,chr1,380,397,50,GQ153548.1
2031,chr1,579,603,50,GQ153548.1
2032,chr1,870,903,50,GQ153548.1
2033,chr1,1147,1167,50,GQ153548.1
2034,chr1,1249,1266,50,GQ153548.1
2035,chr1,1627,1639,50,GQ153548.1
2036,chr1,2708,2724,50,GQ153548.1
2037,chr1,2801,2817,50,GQ153548.1
2038,chr1,2869,2889,50,GQ153548.1
2039,chr1,3009,3029,50,GQ153548.1
2040,chr1,3662,3682,50,GQ153548.1
2041,chr1,4520,4550,50,GQ153548.1
2042,chr1,4877,4897,50,GQ153548.1
2043,chr1,5214,5235,50,GQ153548.1
2044,chr1,5247,5266,50,GQ153548.1
2045,chr1,5503,5522,50,GQ153548.1
2046,chr1,5996,6014,50,GQ153548.1
2047,chr1,7390,7410,50,GQ153548.1
2048,chr1,7643,7655,50,GQ153548.1
2049,chr1,9123,9143,50,GQ153548.1
2050,chr1,9342,9364,50,GQ153548.1
2051,chr1,10439,10461,50,GQ153548.1
2052,chr1,10722,10734,50,GQ153548.1
2053,chr1,11258,11279,50,GQ153548.1
2054,chr1,11907,11919,50,GQ153548.1
2055,chr1,12292,12312,50,GQ153548.1
2056,chr1,12408,12426,50,GQ153548.1
2057,chr1,13037,13059,50,GQ153548.1
2058,chr1,13320,13341,50,GQ153548.1
2059,chr1,13383,13402,50,GQ153548.1
2060,chr1,13832,13875,50,GQ153548.1
2061,chr1,14431,14447,50,GQ153548.1
2062,chr1,15288,15310,50,GQ153548.1
2063,chr1,15470,15488,50,GQ153548.1
2064,chr1,15795,15812,50,GQ153548.1
2065,chr1,15832,15846,50,GQ153548.1
2066,chr1,16088,16110,50,GQ153548.1
2067,chr1,16397,16417,50,GQ153548.1
2068,chr1,17115,17143,50,GQ153548.1
2069,chr1,17332,17353,50,GQ153548.1
2070,chr1,17610,17632,50,GQ153548.1
2071,chr1,17982,18000,50,GQ153548.1
2072,chr1,18161,18183,50,GQ153548.1
2073,chr1,18475,18489,50,GQ153548.1
2074,chr1,18551,18569,50,GQ153548.1
2075,chr1,18779,18797,50,GQ153548.1
2076,chr1,18834,18854,50,GQ153548.1
2077,chr1,19776,19794,50,GQ153548.1
2078,chr1,19968,19982,50,GQ153548.1
2079,chr1,21201,21222,50,GQ153548.1
2080,chr1,21829,21849,50,GQ153548.1
2081,chr1,22591,22611,50,GQ153548.1
2082,chr1,22825,22837,50,GQ153548.1
2083,chr1,23261,23273,50,GQ153548.1
2084,chr1,23462,23478,50,GQ153548.1
2085,chr1,23963,23980,50,GQ153548.1
2086,chr1,24013,24028,50,GQ153548.1
2087,chr1,25079,25099,50,GQ153548.1
2088,chr1,25212,25234,50,GQ153548.1
2089,chr1,25987,26005,50,GQ153548.1
2090,chr1,26138,26161,50,GQ153548.1
2091,chr1,26613,26634,50,GQ153548.1
2092,chr1,26859,26875,50,GQ153548.1
2093,chr1,28173,28185,50,GQ153548.1
2094,chr1,28506,28524,50,GQ153548.1
2095,chr1,28722,28734,50,GQ153548.1
2096,chr1,29540,29558,50,GQ153548.1
2097,chr1,106,122,150,GQ153548.1
2098,chr1,582,601,150,GQ153548.1
2099,chr1,870,892,150,GQ153548.1
2100,chr1,1253,1265,150,GQ153548.1
2101,chr1,3015,3029,150,GQ153548.1
2102,chr1,4521,4546,150,GQ153548.1
2103,chr1,4881,4897,150,GQ153548.1
2104,chr1,5214,5233,150,GQ153548.1
2105,chr1,5504,5522,150,GQ153548.1
2106,chr1,10439,10459,150,GQ153548.1
2107,chr1,11263,11279,150,GQ153548.1
2108,chr1,13041,13053,150,GQ153548.1
2109,chr1,13384,13400,150,GQ153548.1
2110,chr1,13834,13854,150,GQ153548.1
2111,chr1,13856,13874,150,GQ153548.1
2112,chr1,15294,15308,150,GQ153548.1
2113,chr1,16399,16417,150,GQ153548.1
2114,chr1,17115,17142,150,GQ153548.1
2115,chr1,18163,18179,150,GQ153548.1
2116,chr1,21830,21849,150,GQ153548.1
2117,chr1,25212,25232,150,GQ153548.1
2118,chr1,26141,26161,150,GQ153548.1
2119,chr1,26616,26630,150,GQ153548.1
2120,chr1,26863,26875,150,GQ153548.1
2121,chr1,109,121,300,GQ153548.1
2122,chr1,583,601,300,GQ153548.1
2123,chr1,870,888,300,GQ153548.1
2124,chr1,4523,4546,300,GQ153548.1
2125,chr1,5215,5233,300,GQ153548.1
2126,chr1,10443,10459,300,GQ153548.1
2127,chr1,13834,13851,300,GQ153548.1
2128,chr1,13856,13874,300,GQ153548.1
2129,chr1,16401,16417,300,GQ153548.1
2130,chr1,17116,17142,300,GQ153548.1
2131,chr1,25216,25232,300,GQ153548.1
2132,chr1,26141,26161,300,GQ153548.1
2133,chr1,39,51,50,NC_014470.1
2134,chr1,162,178,50,NC_014470.1
2135,chr1,220,236,50,NC_014470.1
2136,chr1,261,283,50,NC_014470.1
2137,chr1,308,326,50,NC_014470.1
2138,chr1,508,528,50,NC_014470.1
2139,chr1,727,743,50,NC_014470.1
2140,chr1,795,818,50,NC_014470.1
2141,chr1,819,837,50,NC_014470.1
2142,chr1,1251,1272,50,NC_014470.1
2143,chr1,1441,1476,50,NC_014470.1
2144,chr1,2280,2296,50,NC_014470.1
2145,chr1,2341,2361,50,NC_014470.1
2146,chr1,2759,2771,50,NC_014470.1
2147,chr1,2944,2958,50,NC_014470.1
2148,chr1,3033,3057,50,NC_014470.1
2149,chr1,3283,3299,50,NC_014470.1
2150,chr1,3560,3585,50,NC_014470.1
2151,chr1,3909,3927,50,NC_014470.1
2152,chr1,4465,4490,50,NC_014470.1
2153,chr1,4823,4839,50,NC_014470.1
2154,chr1,5187,5209,50,NC_014470.1
2155,chr1,5219,5244,50,NC_014470.1
2156,chr1,5393,5407,50,NC_014470.1
2157,chr1,6929,6948,50,NC_014470.1
2158,chr1,7340,7354,50,NC_014470.1
2159,chr1,8167,8188,50,NC_014470.1
2160,chr1,8660,8682,50,NC_014470.1
2161,chr1,8710,8728,50,NC_014470.1
2162,chr1,8822,8844,50,NC_014470.1
2163,chr1,9065,9088,50,NC_014470.1
2164,chr1,9206,9218,50,NC_014470.1
2165,chr1,9289,9311,50,NC_014470.1
2166,chr1,9374,9395,50,NC_014470.1
2167,chr1,10242,10258,50,NC_014470.1
2168,chr1,10666,10686,50,NC_014470.1
2169,chr1,10952,10972,50,NC_014470.1
2170,chr1,11755,11778,50,NC_014470.1
2171,chr1,12239,12259,50,NC_014470.1
2172,chr1,12552,12568,50,NC_014470.1
2173,chr1,12668,12682,50,NC_014470.1
2174,chr1,12980,13009,50,NC_014470.1
2175,chr1,13249,13265,50,NC_014470.1
2176,chr1,13330,13353,50,NC_014470.1
2177,chr1,13552,13568,50,NC_014470.1
2178,chr1,13779,13822,50,NC_014470.1
2179,chr1,13846,13872,50,NC_014470.1
2180,chr1,14378,14394,50,NC_014470.1
2181,chr1,14919,14943,50,NC_014470.1
2182,chr1,15742,15759,50,NC_014470.1
2183,chr1,16035,16049,50,NC_014470.1
2184,chr1,16062,16088,50,NC_014470.1
2185,chr1,16516,16536,50,NC_014470.1
2186,chr1,16959,16981,50,NC_014470.1
2187,chr1,16984,17013,50,NC_014470.1
2188,chr1,17060,17092,50,NC_014470.1
2189,chr1,17279,17300,50,NC_014470.1
2190,chr1,18109,18123,50,NC_014470.1
2191,chr1,18344,18364,50,NC_014470.1
2192,chr1,18424,18436,50,NC_014470.1
2193,chr1,18478,18490,50,NC_014470.1
2194,chr1,18494,18517,50,NC_014470.1
2195,chr1,18724,18745,50,NC_014470.1
2196,chr1,19007,19019,50,NC_014470.1
2197,chr1,19145,19159,50,NC_014470.1
2198,chr1,20310,20330,50,NC_014470.1
2199,chr1,21889,21907,50,NC_014470.1
2200,chr1,22406,22428,50,NC_014470.1
2201,chr1,22901,22917,50,NC_014470.1
2202,chr1,23245,23264,50,NC_014470.1
2203,chr1,23390,23413,50,NC_014470.1
2204,chr1,23618,23639,50,NC_014470.1
2205,chr1,24008,24024,50,NC_014470.1
2206,chr1,24433,24449,50,NC_014470.1
2207,chr1,24644,24656,50,NC_014470.1
2208,chr1,25975,25993,50,NC_014470.1
2209,chr1,26128,26148,50,NC_014470.1
2210,chr1,26616,26634,50,NC_014470.1
2211,chr1,27411,27430,50,NC_014470.1
2212,chr1,27975,27987,50,NC_014470.1
2213,chr1,28092,28116,50,NC_014470.1
2214,chr1,28272,28297,50,NC_014470.1
2215,chr1,29118,29136,50,NC_014470.1
2216,chr1,263,280,150,NC_014470.1
2217,chr1,510,528,150,NC_014470.1
2218,chr1,729,743,150,NC_014470.1
2219,chr1,1460,1472,150,NC_014470.1
2220,chr1,2280,2296,150,NC_014470.1
2221,chr1,2343,2360,150,NC_014470.1
2222,chr1,3562,3585,150,NC_014470.1
2223,chr1,4469,4489,150,NC_014470.1
2224,chr1,5187,5207,150,NC_014470.1
2225,chr1,8167,8183,150,NC_014470.1
2226,chr1,8828,8840,150,NC_014470.1
2227,chr1,9067,9086,150,NC_014470.1
2228,chr1,9290,9310,150,NC_014470.1
2229,chr1,9376,9395,150,NC_014470.1
2230,chr1,10957,10969,150,NC_014470.1
2231,chr1,11764,11776,150,NC_014470.1
2232,chr1,12982,13007,150,NC_014470.1
2233,chr1,13251,13265,150,NC_014470.1
2234,chr1,13331,13347,150,NC_014470.1
2235,chr1,13781,13822,150,NC_014470.1
2236,chr1,13846,13862,150,NC_014470.1
2237,chr1,14921,14941,150,NC_014470.1
2238,chr1,16064,16087,150,NC_014470.1
2239,chr1,16962,16978,150,NC_014470.1
2240,chr1,16986,17008,150,NC_014470.1
2241,chr1,17064,17087,150,NC_014470.1
2242,chr1,18496,18516,150,NC_014470.1
2243,chr1,18730,18742,150,NC_014470.1
2244,chr1,20314,20328,150,NC_014470.1
2245,chr1,22410,22426,150,NC_014470.1
2246,chr1,23246,23263,150,NC_014470.1
2247,chr1,23393,23407,150,NC_014470.1
2248,chr1,27975,27987,150,NC_014470.1
2249,chr1,28093,28114,150,NC_014470.1
2250,chr1,28274,28297,150,NC_014470.1
2251,chr1,263,279,300,NC_014470.1
2252,chr1,512,528,300,NC_014470.1
2253,chr1,2284,2296,300,NC_014470.1
2254,chr1,2343,2359,300,NC_014470.1
2255,chr1,3566,3585,300,NC_014470.1
2256,chr1,5187,5207,300,NC_014470.1
2257,chr1,8171,8183,300,NC_014470.1
2258,chr1,9067,9086,300,NC_014470.1
2259,chr1,9294,9310,300,NC_014470.1
2260,chr1,9377,9393,300,NC_014470.1
2261,chr1,11764,11776,300,NC_014470.1
2262,chr1,12982,13006,300,NC_014470.1
2263,chr1,13781,13822,300,NC_014470.1
2264,chr1,13850,13862,300,NC_014470.1
2265,chr1,14921,14941,300,NC_014470.1
2266,chr1,16065,16087,300,NC_014470.1
2267,chr1,16986,17008,300,NC_014470.1
2268,chr1,17068,17087,300,NC_014470.1
2269,chr1,23246,23262,300,NC_014470.1
2270,chr1,23393,23407,300,NC_014470.1
2271,chr1,28093,28114,300,NC_014470.1
2272,chr1,28276,28294,300,NC_014470.1
2273,chr1,34,50,50,JX993987.1
2274,chr1,162,178,50,JX993987.1
2275,chr1,220,236,50,JX993987.1
2276,chr1,309,326,50,JX993987.1
2277,chr1,510,530,50,JX993987.1
2278,chr1,799,823,50,JX993987.1
2279,chr1,1041,1059,50,JX993987.1
2280,chr1,1076,1096,50,JX993987.1
2281,chr1,1178,1200,50,JX993987.1
2282,chr1,1256,1272,50,JX993987.1
2283,chr1,1437,1459,50,JX993987.1
2284,chr1,1555,1568,50,JX993987.1
2285,chr1,2518,2539,50,JX993987.1
2286,chr1,2725,2747,50,JX993987.1
2287,chr1,2798,2818,50,JX993987.1
2288,chr1,2938,2961,50,JX993987.1
2289,chr1,3436,3455,50,JX993987.1
2290,chr1,4264,4288,50,JX993987.1
2291,chr1,4471,4500,50,JX993987.1
2292,chr1,4609,4630,50,JX993987.1
2293,chr1,4833,4845,50,JX993987.1
2294,chr1,5163,5183,50,JX993987.1
2295,chr1,5229,5245,50,JX993987.1
2296,chr1,5450,5472,50,JX993987.1
2297,chr1,5885,5897,50,JX993987.1
2298,chr1,7220,7234,50,JX993987.1
2299,chr1,7312,7332,50,JX993987.1
2300,chr1,7345,7365,50,JX993987.1
2301,chr1,9056,9068,50,JX993987.1
2302,chr1,9292,9313,50,JX993987.1
2303,chr1,10389,10409,50,JX993987.1
2304,chr1,10672,10684,50,JX993987.1
2305,chr1,11207,11229,50,JX993987.1
2306,chr1,12242,12262,50,JX993987.1
2307,chr1,12985,13010,50,JX993987.1
2308,chr1,13333,13352,50,JX993987.1
2309,chr1,13783,13802,50,JX993987.1
2310,chr1,13804,13826,50,JX993987.1
2311,chr1,13849,13869,50,JX993987.1
2312,chr1,14402,14418,50,JX993987.1
2313,chr1,14437,14457,50,JX993987.1
2314,chr1,14849,14869,50,JX993987.1
2315,chr1,15238,15258,50,JX993987.1
2316,chr1,15273,15285,50,JX993987.1
2317,chr1,15506,15524,50,JX993987.1
2318,chr1,15745,15762,50,JX993987.1
2319,chr1,15782,15796,50,JX993987.1
2320,chr1,16038,16052,50,JX993987.1
2321,chr1,16069,16089,50,JX993987.1
2322,chr1,16112,16130,50,JX993987.1
2323,chr1,16349,16367,50,JX993987.1
2324,chr1,16962,16981,50,JX993987.1
2325,chr1,17065,17093,50,JX993987.1
2326,chr1,17283,17303,50,JX993987.1
2327,chr1,17560,17582,50,JX993987.1
2328,chr1,18087,18105,50,JX993987.1
2329,chr1,18111,18133,50,JX993987.1
2330,chr1,18421,18439,50,JX993987.1
2331,chr1,18729,18745,50,JX993987.1
2332,chr1,18788,18800,50,JX993987.1
2333,chr1,19140,19160,50,JX993987.1
2334,chr1,22084,22107,50,JX993987.1
2335,chr1,22390,22426,50,JX993987.1
2336,chr1,22538,22558,50,JX993987.1
2337,chr1,22876,22888,50,JX993987.1
2338,chr1,23205,23217,50,JX993987.1
2339,chr1,24483,24501,50,JX993987.1
2340,chr1,25023,25043,50,JX993987.1
2341,chr1,25931,25949,50,JX993987.1
2342,chr1,26082,26105,50,JX993987.1
2343,chr1,26552,26578,50,JX993987.1
2344,chr1,26803,26819,50,JX993987.1
2345,chr1,27301,27321,50,JX993987.1
2346,chr1,27352,27374,50,JX993987.1
2347,chr1,27811,27827,50,JX993987.1
2348,chr1,28117,28129,50,JX993987.1
2349,chr1,28449,28468,50,JX993987.1
2350,chr1,28666,28678,50,JX993987.1
2351,chr1,512,528,150,JX993987.1
2352,chr1,799,822,150,JX993987.1
2353,chr1,1182,1194,150,JX993987.1
2354,chr1,1441,1459,150,JX993987.1
2355,chr1,2524,2536,150,JX993987.1
2356,chr1,2728,2746,150,JX993987.1
2357,chr1,2938,2961,150,JX993987.1
2358,chr1,3438,3455,150,JX993987.1
2359,chr1,4266,4286,150,JX993987.1
2360,chr1,4473,4500,150,JX993987.1
2361,chr1,4609,4628,150,JX993987.1
2362,chr1,5165,5181,150,JX993987.1
2363,chr1,5454,5472,150,JX993987.1
2364,chr1,7316,7330,150,JX993987.1
2365,chr1,11210,11229,150,JX993987.1
2366,chr1,12987,13009,150,JX993987.1
2367,chr1,13334,13350,150,JX993987.1
2368,chr1,13785,13801,150,JX993987.1
2369,chr1,13806,13826,150,JX993987.1
2370,chr1,17065,17093,150,JX993987.1
2371,chr1,18113,18129,150,JX993987.1
2372,chr1,18423,18437,150,JX993987.1
2373,chr1,22085,22107,150,JX993987.1
2374,chr1,22406,22424,150,JX993987.1
2375,chr1,24489,24501,150,JX993987.1
2376,chr1,26085,26105,150,JX993987.1
2377,chr1,26553,26577,150,JX993987.1
2378,chr1,26807,26819,150,JX993987.1
2379,chr1,27352,27372,150,JX993987.1
2380,chr1,516,528,300,JX993987.1
2381,chr1,799,821,300,JX993987.1
2382,chr1,1443,1457,300,JX993987.1
2383,chr1,2730,2746,300,JX993987.1
2384,chr1,2942,2958,300,JX993987.1
2385,chr1,4268,4286,300,JX993987.1
2386,chr1,4479,4496,300,JX993987.1
2387,chr1,4611,4628,300,JX993987.1
2388,chr1,5169,5181,300,JX993987.1
2389,chr1,11213,11229,300,JX993987.1
2390,chr1,12987,13009,300,JX993987.1
2391,chr1,13808,13826,300,JX993987.1
2392,chr1,17066,17093,300,JX993987.1
2393,chr1,22408,22424,300,JX993987.1
2394,chr1,26085,26105,300,JX993987.1
2395,chr1,26554,26577,300,JX993987.1
2396,chr1,27356,27372,300,JX993987.1
2397,chr1,3,21,50,JX993988.1
2398,chr1,132,148,50,JX993988.1
2399,chr1,190,206,50,JX993988.1
2400,chr1,279,296,50,JX993988.1
2401,chr1,482,498,50,JX993988.1
2402,chr1,769,793,50,JX993988.1
2403,chr1,1048,1066,50,JX993988.1
2404,chr1,1148,1165,50,JX993988.1
2405,chr1,1226,1242,50,JX993988.1
2406,chr1,1375,1396,50,JX993988.1
2407,chr1,1411,1429,50,JX993988.1
2408,chr1,1802,1818,50,JX993988.1
2409,chr1,2036,2052,50,JX993988.1
2410,chr1,2493,2518,50,JX993988.1
2411,chr1,2609,2623,50,JX993988.1
2412,chr1,2698,2716,50,JX993988.1
2413,chr1,3218,3232,50,JX993988.1
2414,chr1,3311,3323,50,JX993988.1
2415,chr1,3579,3603,50,JX993988.1
2416,chr1,4468,4493,50,JX993988.1
2417,chr1,5399,5413,50,JX993988.1
2418,chr1,5445,5469,50,JX993988.1
2419,chr1,7339,7362,50,JX993988.1
2420,chr1,7580,7602,50,JX993988.1
2421,chr1,9053,9065,50,JX993988.1
2422,chr1,9292,9310,50,JX993988.1
2423,chr1,10386,10408,50,JX993988.1
2424,chr1,10669,10681,50,JX993988.1
2425,chr1,10952,10972,50,JX993988.1
2426,chr1,11205,11226,50,JX993988.1
2427,chr1,11369,11383,50,JX993988.1
2428,chr1,11691,11705,50,JX993988.1
2429,chr1,11748,11778,50,JX993988.1
2430,chr1,11854,11866,50,JX993988.1
2431,chr1,11956,11968,50,JX993988.1
2432,chr1,12239,12259,50,JX993988.1
2433,chr1,12360,12380,50,JX993988.1
2434,chr1,12548,12566,50,JX993988.1
2435,chr1,12982,13004,50,JX993988.1
2436,chr1,13267,13288,50,JX993988.1
2437,chr1,13330,13349,50,JX993988.1
2438,chr1,13780,13798,50,JX993988.1
2439,chr1,13801,13822,50,JX993988.1
2440,chr1,13846,13862,50,JX993988.1
2441,chr1,14434,14454,50,JX993988.1
2442,chr1,15239,15252,50,JX993988.1
2443,chr1,15270,15282,50,JX993988.1
2444,chr1,15742,15759,50,JX993988.1
2445,chr1,15779,15793,50,JX993988.1
2446,chr1,16035,16057,50,JX993988.1
2447,chr1,16066,16086,50,JX993988.1
2448,chr1,16350,16362,50,JX993988.1
2449,chr1,16772,16784,50,JX993988.1
2450,chr1,17009,17021,50,JX993988.1
2451,chr1,17060,17091,50,JX993988.1
2452,chr1,17228,17251,50,JX993988.1
2453,chr1,17931,17947,50,JX993988.1
2454,chr1,18108,18130,50,JX993988.1
2455,chr1,18418,18436,50,JX993988.1
2456,chr1,18726,18742,50,JX993988.1
2457,chr1,18781,18801,50,JX993988.1
2458,chr1,19055,19072,50,JX993988.1
2459,chr1,20289,20303,50,JX993988.1
2460,chr1,20309,20330,50,JX993988.1
2461,chr1,21776,21796,50,JX993988.1
2462,chr1,22538,22558,50,JX993988.1
2463,chr1,22769,22781,50,JX993988.1
2464,chr1,23167,23184,50,JX993988.1
2465,chr1,23837,23858,50,JX993988.1
2466,chr1,24483,24506,50,JX993988.1
2467,chr1,25023,25043,50,JX993988.1
2468,chr1,25074,25092,50,JX993988.1
2469,chr1,25566,25584,50,JX993988.1
2470,chr1,25931,25949,50,JX993988.1
2471,chr1,26082,26105,50,JX993988.1
2472,chr1,26143,26165,50,JX993988.1
2473,chr1,26553,26577,50,JX993988.1
2474,chr1,26803,26819,50,JX993988.1
2475,chr1,28111,28133,50,JX993988.1
2476,chr1,28452,28471,50,JX993988.1
2477,chr1,28669,28681,50,JX993988.1
2478,chr1,3,19,150,JX993988.1
2479,chr1,769,792,150,JX993988.1
2480,chr1,1048,1066,150,JX993988.1
2481,chr1,1152,1164,150,JX993988.1
2482,chr1,1380,1392,150,JX993988.1
2483,chr1,2494,2516,150,JX993988.1
2484,chr1,3581,3602,150,JX993988.1
2485,chr1,4470,4492,150,JX993988.1
2486,chr1,5447,5465,150,JX993988.1
2487,chr1,7340,7360,150,JX993988.1
2488,chr1,7590,7602,150,JX993988.1
2489,chr1,10386,10406,150,JX993988.1
2490,chr1,10955,10969,150,JX993988.1
2491,chr1,11210,11226,150,JX993988.1
2492,chr1,12362,12378,150,JX993988.1
2493,chr1,12984,13000,150,JX993988.1
2494,chr1,13267,13288,150,JX993988.1
2495,chr1,13331,13347,150,JX993988.1
2496,chr1,13783,13797,150,JX993988.1
2497,chr1,13803,13819,150,JX993988.1
2498,chr1,17062,17090,150,JX993988.1
2499,chr1,17229,17250,150,JX993988.1
2500,chr1,18110,18130,150,JX993988.1
2501,chr1,20310,20330,150,JX993988.1
2502,chr1,21778,21796,150,JX993988.1
2503,chr1,22769,22781,150,JX993988.1
2504,chr1,24489,24501,150,JX993988.1
2505,chr1,26085,26105,150,JX993988.1
2506,chr1,26554,26575,150,JX993988.1
2507,chr1,26807,26819,150,JX993988.1
2508,chr1,28120,28132,150,JX993988.1
2509,chr1,769,791,300,JX993988.1
2510,chr1,1052,1064,300,JX993988.1
2511,chr1,2497,2516,300,JX993988.1
2512,chr1,3581,3601,300,JX993988.1
2513,chr1,5447,5463,300,JX993988.1
