,Start,End,Start_r,End_r,Mean_Z-Score,Median_Z-Score,Threshold,Sequence_id
12529,5970,5980,0.19933887608935189,0.19967277705432568,0.0,0.0,150,KU740200.1
12530,5980,5990,0.19967277705432568,0.20000667801929947,0.0,0.0,150,KU740200.1
12531,5990,6000,0.20000667801929947,0.20034057898427327,0.0,0.0,150,KU740200.1
12532,6000,6010,0.20034057898427327,0.20067447994924706,0.0,0.0,150,KU740200.1
12533,6010,6020,0.20067447994924706,0.20100838091422085,0.0,0.0,150,KU740200.1
12534,6020,6030,0.20100838091422085,0.20134228187919462,0.0,0.0,150,KU740200.1
12535,6030,6040,0.20134228187919462,0.2016761828441684,0.0,0.0,150,KU740200.1
12536,6040,6050,0.2016761828441684,0.2020100838091422,0.0,0.0,150,KU740200.1
12537,6050,6060,0.2020100838091422,0.202343984774116,0.0,0.0,150,KU740200.1
12538,6060,6070,0.202343984774116,0.2026778857390898,0.0,0.0,150,KU740200.1
12539,6070,6080,0.2026778857390898,0.20301178670406358,0.0,0.0,150,KU740200.1
12540,6080,6090,0.20301178670406358,0.20334568766903735,0.0,0.0,150,KU740200.1
12541,6090,6100,0.20334568766903735,0.20367958863401114,0.0,0.0,150,KU740200.1
12542,6100,6110,0.20367958863401114,0.20401348959898494,0.0,0.0,150,KU740200.1
12543,6110,6120,0.20401348959898494,0.20434739056395873,0.0,0.0,150,KU740200.1
12544,6120,6130,0.20434739056395873,0.20468129152893252,0.0,0.0,150,KU740200.1
12545,6130,6140,0.20468129152893252,0.20501519249390632,0.0,0.0,150,KU740200.1
12546,6140,6150,0.20501519249390632,0.20534909345888008,0.0,0.0,150,KU740200.1
12547,6150,6160,0.20534909345888008,0.20568299442385388,0.0,0.0,150,KU740200.1
12548,6160,6170,0.20568299442385388,0.20601689538882767,0.0,0.0,150,KU740200.1
12549,6170,6180,0.20601689538882767,0.20635079635380146,0.0,0.0,150,KU740200.1
12550,6180,6190,0.20635079635380146,0.20668469731877526,0.0,0.0,150,KU740200.1
12551,6190,6200,0.20668469731877526,0.20701859828374905,0.0,0.0,150,KU740200.1
12552,6200,6210,0.20701859828374905,0.20735249924872282,0.0,0.0,150,KU740200.1
12553,6210,6220,0.20735249924872282,0.2076864002136966,0.0,0.0,150,KU740200.1
12554,6220,6230,0.2076864002136966,0.2080203011786704,0.0,0.0,150,KU740200.1
12555,6230,6240,0.2080203011786704,0.2083542021436442,0.0,0.0,150,KU740200.1
12556,6240,6250,0.2083542021436442,0.208688103108618,0.0,0.0,150,KU740200.1
12557,6250,6260,0.208688103108618,0.20902200407359178,0.0,0.0,150,KU740200.1
12558,6260,6270,0.20902200407359178,0.20935590503856555,0.0,0.0,150,KU740200.1
12559,6270,6280,0.20935590503856555,0.20968980600353934,0.0,0.0,150,KU740200.1
12560,6280,6290,0.20968980600353934,0.21002370696851314,0.0,0.0,150,KU740200.1
12561,6290,6300,0.21002370696851314,0.21035760793348693,0.0,0.0,150,KU740200.1
12562,6300,6310,0.21035760793348693,0.21069150889846072,0.0,0.0,150,KU740200.1
12563,6310,6320,0.21069150889846072,0.21102540986343452,0.0,0.0,150,KU740200.1
12564,6320,6330,0.21102540986343452,0.21135931082840828,0.0,0.0,150,KU740200.1
12565,6330,6340,0.21135931082840828,0.21169321179338207,0.0,0.0,150,KU740200.1
12566,6340,6350,0.21169321179338207,0.21202711275835587,0.0,0.0,150,KU740200.1
12567,6350,6360,0.21202711275835587,0.21236101372332966,0.0,0.0,150,KU740200.1
12568,6360,6370,0.21236101372332966,0.21269491468830345,0.0,0.0,150,KU740200.1
12569,6370,6380,0.21269491468830345,0.21302881565327725,0.0,0.0,150,KU740200.1
12570,6380,6390,0.21302881565327725,0.213362716618251,0.0,0.0,150,KU740200.1
12571,6390,6400,0.213362716618251,0.2136966175832248,0.0,0.0,150,KU740200.1
12572,6400,6410,0.2136966175832248,0.2140305185481986,0.0,0.0,150,KU740200.1
12573,6410,6420,0.2140305185481986,0.2143644195131724,0.0,0.0,150,KU740200.1
12574,6420,6430,0.2143644195131724,0.2146983204781462,0.0,0.0,150,KU740200.1
12575,6430,6440,0.2146983204781462,0.21503222144311998,0.0,0.0,150,KU740200.1
12576,6440,6450,0.21503222144311998,0.21536612240809375,0.0,0.0,150,KU740200.1
12577,6450,6460,0.21536612240809375,0.21570002337306754,0.0,0.0,150,KU740200.1
12578,6460,6470,0.21570002337306754,0.21603392433804133,0.0,0.0,150,KU740200.1
12579,6470,6480,0.21603392433804133,0.21636782530301513,0.0,0.0,150,KU740200.1
12580,6480,6490,0.21636782530301513,0.21670172626798892,0.0,0.0,150,KU740200.1
12581,6490,6500,0.21670172626798892,0.2170356272329627,0.0,0.0,150,KU740200.1
12582,6500,6510,0.2170356272329627,0.21736952819793648,0.0,0.0,150,KU740200.1
12583,6510,6520,0.21736952819793648,0.21770342916291027,0.0,0.0,150,KU740200.1
12584,6520,6530,0.21770342916291027,0.21803733012788407,0.0,0.0,150,KU740200.1
12585,6530,6540,0.21803733012788407,0.21837123109285786,0.0,0.0,150,KU740200.1
12586,6540,6550,0.21837123109285786,0.21870513205783165,0.0,0.0,150,KU740200.1
12587,6550,6560,0.21870513205783165,0.21903903302280545,0.0,0.0,150,KU740200.1
12588,6560,6570,0.21903903302280545,0.2193729339877792,0.0,0.0,150,KU740200.1
12589,6570,6580,0.2193729339877792,0.219706834952753,0.0,0.0,150,KU740200.1
12590,6580,6590,0.219706834952753,0.2200407359177268,0.0,0.0,150,KU740200.1
12591,6590,6600,0.2200407359177268,0.2203746368827006,0.0,0.0,150,KU740200.1
12592,6600,6610,0.2203746368827006,0.22070853784767439,0.0,0.0,150,KU740200.1
12593,6610,6620,0.22070853784767439,0.22104243881264818,0.0,0.0,150,KU740200.1
12594,6620,6630,0.22104243881264818,0.22137633977762194,0.0,0.0,150,KU740200.1
12595,6630,6640,0.22137633977762194,0.22171024074259574,0.0,0.0,150,KU740200.1
12596,6640,6650,0.22171024074259574,0.22204414170756953,0.0,0.0,150,KU740200.1
12597,6650,6660,0.22204414170756953,0.22237804267254332,0.0,0.0,150,KU740200.1
12598,6660,6670,0.22237804267254332,0.22271194363751712,0.0,0.0,150,KU740200.1
12599,6670,6680,0.22271194363751712,0.2230458446024909,0.0,0.0,150,KU740200.1
12600,6680,6690,0.2230458446024909,0.22337974556746468,0.0,0.0,150,KU740200.1
12601,6690,6700,0.22337974556746468,0.22371364653243847,0.0,0.0,150,KU740200.1
12602,6700,6710,0.22371364653243847,0.22404754749741226,0.0,0.0,150,KU740200.1
12603,6710,6720,0.22404754749741226,0.22438144846238606,0.0,0.0,150,KU740200.1
12604,6720,6730,0.22438144846238606,0.22471534942735985,0.0,0.0,150,KU740200.1
12605,6730,6740,0.22471534942735985,0.22504925039233364,0.0,0.0,150,KU740200.1
12606,6740,6750,0.22504925039233364,0.2253831513573074,0.0,0.0,150,KU740200.1
12607,6750,6760,0.2253831513573074,0.2257170523222812,0.0,0.0,150,KU740200.1
12608,6760,6770,0.2257170523222812,0.226050953287255,0.0,0.0,150,KU740200.1
12609,6770,6780,0.226050953287255,0.2263848542522288,0.0,0.0,150,KU740200.1
12610,6780,6790,0.2263848542522288,0.22671875521720258,0.0,0.0,150,KU740200.1
12611,6790,6800,0.22671875521720258,0.22705265618217638,0.0,0.0,150,KU740200.1
12612,6800,6810,0.22705265618217638,0.22738655714715014,0.0,0.0,150,KU740200.1
12613,6810,6820,0.22738655714715014,0.22772045811212394,0.0,0.0,150,KU740200.1
12614,6820,6830,0.22772045811212394,0.22805435907709773,0.0,0.0,150,KU740200.1
12615,6830,6840,0.22805435907709773,0.22838826004207152,0.0,0.0,150,KU740200.1
12616,6840,6850,0.22838826004207152,0.22872216100704532,0.0,0.0,150,KU740200.1
12617,6850,6860,0.22872216100704532,0.2290560619720191,0.0,0.0,150,KU740200.1
12618,6860,6870,0.2290560619720191,0.22938996293699287,0.0,0.0,150,KU740200.1
12619,6870,6880,0.22938996293699287,0.22972386390196667,0.0,0.0,150,KU740200.1
12620,6880,6890,0.22972386390196667,0.23005776486694046,0.0,0.0,150,KU740200.1
12621,6890,6900,0.23005776486694046,0.23039166583191426,0.0,0.0,150,KU740200.1
12622,6900,6910,0.23039166583191426,0.23072556679688805,0.0,0.0,150,KU740200.1
12623,6910,6920,0.23072556679688805,0.23105946776186184,0.0,0.0,150,KU740200.1
12624,6920,6930,0.23105946776186184,0.2313933687268356,0.0,0.0,150,KU740200.1
12625,6930,6940,0.2313933687268356,0.2317272696918094,0.0,0.0,150,KU740200.1
12626,6940,6950,0.2317272696918094,0.2320611706567832,0.0,0.0,150,KU740200.1
12627,6950,6960,0.2320611706567832,0.232395071621757,0.0,0.0,150,KU740200.1
12628,6960,6970,0.232395071621757,0.23272897258673078,0.0,0.0,150,KU740200.1
12629,6970,6980,0.23272897258673078,0.23306287355170457,0.0,0.0,150,KU740200.1
12630,6980,6990,0.23306287355170457,0.23339677451667834,0.0,0.0,150,KU740200.1
12631,6990,7000,0.23339677451667834,0.23373067548165213,0.0,0.0,150,KU740200.1
12632,7000,7010,0.23373067548165213,0.23406457644662593,0.0,0.0,150,KU740200.1
12633,7010,7020,0.23406457644662593,0.23439847741159972,0.0,0.0,150,KU740200.1
12634,7020,7030,0.23439847741159972,0.23473237837657351,0.0,0.0,150,KU740200.1
12635,7030,7040,0.23473237837657351,0.2350662793415473,0.0,0.0,150,KU740200.1
12636,7040,7050,0.2350662793415473,0.23540018030652107,0.0,0.0,150,KU740200.1
12637,7050,7060,0.23540018030652107,0.23573408127149487,0.0,0.0,150,KU740200.1
12638,7060,7070,0.23573408127149487,0.23606798223646866,0.0,0.0,150,KU740200.1
12639,7070,7080,0.23606798223646866,0.23640188320144245,0.0,0.0,150,KU740200.1
12640,7080,7090,0.23640188320144245,0.23673578416641625,0.0,0.0,150,KU740200.1
12641,7090,7100,0.23673578416641625,0.23706968513139004,0.0,0.0,150,KU740200.1
12642,7100,7110,0.23706968513139004,0.2374035860963638,0.0,0.0,150,KU740200.1
12643,7110,7120,0.2374035860963638,0.2377374870613376,0.0,0.0,150,KU740200.1
12644,7120,7130,0.2377374870613376,0.2380713880263114,0.0,0.0,150,KU740200.1
12645,7130,7140,0.2380713880263114,0.23840528899128519,0.0,0.0,150,KU740200.1
12646,7140,7150,0.23840528899128519,0.23873918995625898,0.0,0.0,150,KU740200.1
12647,7150,7160,0.23873918995625898,0.23907309092123277,0.0,0.0,150,KU740200.1
12648,7160,7170,0.23907309092123277,0.23940699188620654,0.0,0.0,150,KU740200.1
12649,7170,7180,0.23940699188620654,0.23974089285118033,0.0,0.0,150,KU740200.1
12650,7180,7190,0.23974089285118033,0.24007479381615413,0.0,0.0,150,KU740200.1
12651,7190,7200,0.24007479381615413,0.24040869478112792,0.0,0.0,150,KU740200.1
12652,7200,7210,0.24040869478112792,0.2407425957461017,0.0,0.0,150,KU740200.1
12653,7210,7220,0.2407425957461017,0.2410764967110755,0.0,0.0,150,KU740200.1
12654,7220,7230,0.2410764967110755,0.24141039767604927,0.0,0.0,150,KU740200.1
12655,7230,7240,0.24141039767604927,0.24174429864102306,0.0,0.0,150,KU740200.1
12656,7240,7250,0.24174429864102306,0.24207819960599686,0.0,0.0,150,KU740200.1
12657,7250,7260,0.24207819960599686,0.24241210057097065,0.0,0.0,150,KU740200.1
12658,7260,7270,0.24241210057097065,0.24274600153594444,0.0,0.0,150,KU740200.1
12659,7270,7280,0.24274600153594444,0.24307990250091824,0.0,0.0,150,KU740200.1
12660,7280,7290,0.24307990250091824,0.243413803465892,0.0,0.0,150,KU740200.1
12661,7290,7300,0.243413803465892,0.2437477044308658,0.0,0.0,150,KU740200.1
12662,7300,7310,0.2437477044308658,0.2440816053958396,0.0,0.0,150,KU740200.1
12663,7310,7320,0.2440816053958396,0.24441550636081338,0.0,0.0,150,KU740200.1
12664,7320,7330,0.24441550636081338,0.24474940732578718,0.0,0.0,150,KU740200.1
12665,7330,7340,0.24474940732578718,0.24508330829076097,0.0,0.0,150,KU740200.1
12666,7340,7350,0.24508330829076097,0.24541720925573474,0.0,0.0,150,KU740200.1
12667,7350,7360,0.24541720925573474,0.24575111022070853,0.0,0.0,150,KU740200.1
12668,7360,7370,0.24575111022070853,0.24608501118568232,0.0,0.0,150,KU740200.1
12669,7370,7380,0.24608501118568232,0.24641891215065612,0.0,0.0,150,KU740200.1
12670,7380,7390,0.24641891215065612,0.2467528131156299,0.0,0.0,150,KU740200.1
12671,7390,7400,0.2467528131156299,0.2470867140806037,0.0,0.0,150,KU740200.1
12672,7400,7410,0.2470867140806037,0.24742061504557747,0.0,0.0,150,KU740200.1
12673,7410,7420,0.24742061504557747,0.24775451601055126,0.0,0.0,150,KU740200.1
12674,7420,7430,0.24775451601055126,0.24808841697552506,0.0,0.0,150,KU740200.1
12675,7430,7440,0.24808841697552506,0.24842231794049885,0.0,0.0,150,KU740200.1
12676,7440,7450,0.24842231794049885,0.24875621890547264,0.0,0.0,150,KU740200.1
12677,7450,7460,0.24875621890547264,0.24909011987044644,0.0,0.0,150,KU740200.1
12678,7460,7470,0.24909011987044644,0.2494240208354202,0.0,0.0,150,KU740200.1
12679,7470,7480,0.2494240208354202,0.249757921800394,0.0,0.0,150,KU740200.1
12680,7480,7490,0.249757921800394,0.2500918227653678,0.0,0.0,150,KU740200.1
12681,7490,7500,0.2500918227653678,0.25042572373034155,0.0,0.0,150,KU740200.1
12682,7500,7510,0.25042572373034155,0.2507596246953154,0.0,0.0,150,KU740200.1
12683,7510,7520,0.2507596246953154,0.25109352566028914,0.0,0.0,150,KU740200.1
12684,7520,7530,0.25109352566028914,0.25142742662526296,0.0,0.0,150,KU740200.1
12685,7530,7540,0.25142742662526296,0.2517613275902367,0.0,0.0,150,KU740200.1
12686,7540,7550,0.2517613275902367,0.25209522855521055,0.0,0.0,150,KU740200.1
12687,7550,7560,0.25209522855521055,0.2524291295201843,0.0,0.0,150,KU740200.1
12688,7560,7570,0.2524291295201843,0.2527630304851581,0.0,0.0,150,KU740200.1
12689,7570,7580,0.2527630304851581,0.2530969314501319,0.0,0.0,150,KU740200.1
12690,7580,7590,0.2530969314501319,0.25343083241510567,0.0,0.0,150,KU740200.1
12691,7590,7600,0.25343083241510567,0.2537647333800795,0.0,0.0,150,KU740200.1
12692,7600,7610,0.2537647333800795,0.25409863434505325,0.0,0.0,150,KU740200.1
12693,7610,7620,0.25409863434505325,0.254432535310027,0.0,0.0,150,KU740200.1
12694,7620,7630,0.254432535310027,0.25476643627500084,0.0,0.0,150,KU740200.1
12695,7630,7640,0.25476643627500084,0.2551003372399746,0.0,0.0,150,KU740200.1
12696,7640,7650,0.2551003372399746,0.2554342382049484,0.0,0.0,150,KU740200.1
12697,7650,7660,0.2554342382049484,0.2557681391699222,0.0,0.0,150,KU740200.1
12698,7660,7670,0.2557681391699222,0.256102040134896,0.0,0.0,150,KU740200.1
12699,7670,7680,0.256102040134896,0.2564359410998698,0.0,0.0,150,KU740200.1
12700,7680,7690,0.2564359410998698,0.25676984206484355,0.0,0.0,150,KU740200.1
12701,7690,7700,0.25676984206484355,0.25710374302981737,0.0,0.0,150,KU740200.1
12702,7700,7710,0.25710374302981737,0.25743764399479113,0.0,0.0,150,KU740200.1
12703,7710,7720,0.25743764399479113,0.25777154495976495,0.0,0.0,150,KU740200.1
12704,7720,7730,0.25777154495976495,0.2581054459247387,0.0,0.0,150,KU740200.1
12705,7730,7740,0.2581054459247387,0.2584393468897125,0.0,0.0,150,KU740200.1
12706,7740,7750,0.2584393468897125,0.2587732478546863,0.0,0.0,150,KU740200.1
12707,7750,7760,0.2587732478546863,0.25910714881966007,0.0,0.0,150,KU740200.1
12708,7760,7770,0.25910714881966007,0.2594410497846339,0.0,0.0,150,KU740200.1
12709,7770,7780,0.2594410497846339,0.25977495074960766,0.0,0.0,150,KU740200.1
12710,7780,7790,0.25977495074960766,0.2601088517145815,0.0,0.0,150,KU740200.1
12711,7790,7800,0.2601088517145815,0.26044275267955524,0.0,0.0,150,KU740200.1
12712,7800,7810,0.26044275267955524,0.260776653644529,0.0,0.0,150,KU740200.1
12713,7810,7820,0.260776653644529,0.26111055460950283,0.0,0.0,150,KU740200.1
12714,7820,7830,0.26111055460950283,0.2614444555744766,0.0,0.0,150,KU740200.1
12715,7830,7840,0.2614444555744766,0.2617783565394504,0.0,0.0,150,KU740200.1
12716,7840,7850,0.2617783565394504,0.2621122575044242,0.0,0.0,150,KU740200.1
12717,7850,7860,0.2621122575044242,0.26244615846939795,0.0,0.0,150,KU740200.1
12718,7860,7870,0.26244615846939795,0.26278005943437177,0.0,0.0,150,KU740200.1
12719,7870,7880,0.26278005943437177,0.26311396039934554,0.0,0.0,150,KU740200.1
12720,7880,7890,0.26311396039934554,0.26344786136431936,0.0,0.0,150,KU740200.1
12721,7890,7900,0.26344786136431936,0.2637817623292931,0.0,0.0,150,KU740200.1
12722,7900,7910,0.2637817623292931,0.26411566329426694,0.0,0.0,150,KU740200.1
12723,7910,7920,0.26411566329426694,0.2644495642592407,0.0,0.0,150,KU740200.1
12724,7920,7930,0.2644495642592407,0.2647834652242145,263.7008,252.8361,150,KU740200.1
12725,7930,7940,0.2647834652242145,0.2651173661891883,263.7008,252.8361,150,KU740200.1
12726,7940,7950,0.2651173661891883,0.26545126715416206,0.0,0.0,150,KU740200.1
12727,7950,7960,0.26545126715416206,0.2657851681191359,0.0,0.0,150,KU740200.1
12728,7960,7970,0.2657851681191359,0.26611906908410965,0.0,0.0,150,KU740200.1
12729,7970,7980,0.26611906908410965,0.2664529700490834,0.0,0.0,150,KU740200.1
12730,7980,7990,0.2664529700490834,0.26678687101405724,0.0,0.0,150,KU740200.1
12731,7990,8000,0.26678687101405724,0.267120771979031,0.0,0.0,150,KU740200.1
12732,8000,8010,0.267120771979031,0.2674546729440048,0.0,0.0,150,KU740200.1
12733,8010,8020,0.2674546729440048,0.2677885739089786,0.0,0.0,150,KU740200.1
12734,8020,8030,0.2677885739089786,0.2681224748739524,0.0,0.0,150,KU740200.1
12735,8030,8040,0.2681224748739524,0.2684563758389262,171.2424,171.2424,150,KU740200.1
12736,8040,8050,0.2684563758389262,0.26879027680389994,171.2424,171.2424,150,KU740200.1
12737,8050,8060,0.26879027680389994,0.26912417776887376,0.0,0.0,150,KU740200.1
12738,8060,8070,0.26912417776887376,0.26945807873384753,0.0,0.0,150,KU740200.1
12739,8070,8080,0.26945807873384753,0.26979197969882135,0.0,0.0,150,KU740200.1
12740,8080,8090,0.26979197969882135,0.2701258806637951,0.0,0.0,150,KU740200.1
12741,8090,8100,0.2701258806637951,0.2704597816287689,0.0,0.0,150,KU740200.1
12742,8100,8110,0.2704597816287689,0.2707936825937427,0.0,0.0,150,KU740200.1
12743,8110,8120,0.2707936825937427,0.27112758355871647,0.0,0.0,150,KU740200.1
12744,8120,8130,0.27112758355871647,0.2714614845236903,0.0,0.0,150,KU740200.1
12745,8130,8140,0.2714614845236903,0.27179538548866405,0.0,0.0,150,KU740200.1
12746,8140,8150,0.27179538548866405,0.2721292864536379,0.0,0.0,150,KU740200.1
12747,8150,8160,0.2721292864536379,0.27246318741861164,0.0,0.0,150,KU740200.1
12748,8160,8170,0.27246318741861164,0.2727970883835854,0.0,0.0,150,KU740200.1
12749,8170,8180,0.2727970883835854,0.2731309893485592,0.0,0.0,150,KU740200.1
12750,8180,8190,0.2731309893485592,0.273464890313533,0.0,0.0,150,KU740200.1
12751,8190,8200,0.273464890313533,0.2737987912785068,0.0,0.0,150,KU740200.1
12752,8200,8210,0.2737987912785068,0.2741326922434806,0.0,0.0,150,KU740200.1
12753,8210,8220,0.2741326922434806,0.27446659320845435,0.0,0.0,150,KU740200.1
12754,8220,8230,0.27446659320845435,0.27480049417342817,0.0,0.0,150,KU740200.1
12755,8230,8240,0.27480049417342817,0.27513439513840193,0.0,0.0,150,KU740200.1
12756,8240,8250,0.27513439513840193,0.27546829610337575,0.0,0.0,150,KU740200.1
12757,8250,8260,0.27546829610337575,0.2758021970683495,0.0,0.0,150,KU740200.1
12758,8260,8270,0.2758021970683495,0.27613609803332334,0.0,0.0,150,KU740200.1
12759,8270,8280,0.27613609803332334,0.2764699989982971,0.0,0.0,150,KU740200.1
12760,8280,8290,0.2764699989982971,0.27680389996327087,0.0,0.0,150,KU740200.1
12761,8290,8300,0.27680389996327087,0.2771378009282447,0.0,0.0,150,KU740200.1
12762,8300,8310,0.2771378009282447,0.27747170189321846,0.0,0.0,150,KU740200.1
12763,8310,8320,0.27747170189321846,0.2778056028581923,0.0,0.0,150,KU740200.1
12764,8320,8330,0.2778056028581923,0.27813950382316605,0.0,0.0,150,KU740200.1
12765,8330,8340,0.27813950382316605,0.2784734047881398,0.0,0.0,150,KU740200.1
12766,8340,8350,0.2784734047881398,0.27880730575311363,0.0,0.0,150,KU740200.1
12767,8350,8360,0.27880730575311363,0.2791412067180874,0.0,0.0,150,KU740200.1
12768,8360,8370,0.2791412067180874,0.2794751076830612,0.0,0.0,150,KU740200.1
12769,8370,8380,0.2794751076830612,0.279809008648035,0.0,0.0,150,KU740200.1
12770,8380,8390,0.279809008648035,0.2801429096130088,0.0,0.0,150,KU740200.1
12771,8390,8400,0.2801429096130088,0.28047681057798257,0.0,0.0,150,KU740200.1
12772,8400,8410,0.28047681057798257,0.28081071154295634,0.0,0.0,150,KU740200.1
12773,8410,8420,0.28081071154295634,0.28114461250793016,0.0,0.0,150,KU740200.1
12774,8420,8430,0.28114461250793016,0.2814785134729039,0.0,0.0,150,KU740200.1
12775,8430,8440,0.2814785134729039,0.28181241443787775,0.0,0.0,150,KU740200.1
12776,8440,8450,0.28181241443787775,0.2821463154028515,0.0,0.0,150,KU740200.1
12777,8450,8460,0.2821463154028515,0.2824802163678253,0.0,0.0,150,KU740200.1
12778,8460,8470,0.2824802163678253,0.2828141173327991,0.0,0.0,150,KU740200.1
12779,8470,8480,0.2828141173327991,0.28314801829777286,0.0,0.0,150,KU740200.1
12780,8480,8490,0.28314801829777286,0.2834819192627467,0.0,0.0,150,KU740200.1
12781,8490,8500,0.2834819192627467,0.28381582022772045,0.0,0.0,150,KU740200.1
12782,8500,8510,0.28381582022772045,0.28414972119269427,0.0,0.0,150,KU740200.1
12783,8510,8520,0.28414972119269427,0.28448362215766804,0.0,0.0,150,KU740200.1
12784,8520,8530,0.28448362215766804,0.2848175231226418,0.0,0.0,150,KU740200.1
12785,8530,8540,0.2848175231226418,0.2851514240876156,0.0,0.0,150,KU740200.1
12786,8540,8550,0.2851514240876156,0.2854853250525894,0.0,0.0,150,KU740200.1
12787,8550,8560,0.2854853250525894,0.2858192260175632,0.0,0.0,150,KU740200.1
12788,8560,8570,0.2858192260175632,0.286153126982537,0.0,0.0,150,KU740200.1
12789,8570,8580,0.286153126982537,0.28648702794751074,0.0,0.0,150,KU740200.1
12790,8580,8590,0.28648702794751074,0.28682092891248456,0.0,0.0,150,KU740200.1
12791,8590,8600,0.28682092891248456,0.28715482987745833,0.0,0.0,150,KU740200.1
12792,8600,8610,0.28715482987745833,0.28748873084243215,0.0,0.0,150,KU740200.1
12793,8610,8620,0.28748873084243215,0.2878226318074059,0.0,0.0,150,KU740200.1
12794,8620,8630,0.2878226318074059,0.28815653277237974,0.0,0.0,150,KU740200.1
12795,8630,8640,0.28815653277237974,0.2884904337373535,0.0,0.0,150,KU740200.1
12796,8640,8650,0.2884904337373535,0.28882433470232727,0.0,0.0,150,KU740200.1
12797,8650,8660,0.28882433470232727,0.2891582356673011,0.0,0.0,150,KU740200.1
12798,8660,8670,0.2891582356673011,0.28949213663227485,0.0,0.0,150,KU740200.1
12799,8670,8680,0.28949213663227485,0.2898260375972487,0.0,0.0,150,KU740200.1
12800,8680,8690,0.2898260375972487,0.29015993856222244,0.0,0.0,150,KU740200.1
12801,8690,8700,0.29015993856222244,0.2904938395271962,0.0,0.0,150,KU740200.1
12802,8700,8710,0.2904938395271962,0.29082774049217003,0.0,0.0,150,KU740200.1
12803,8710,8720,0.29082774049217003,0.2911616414571438,0.0,0.0,150,KU740200.1
12804,8720,8730,0.2911616414571438,0.2914955424221176,0.0,0.0,150,KU740200.1
12805,8730,8740,0.2914955424221176,0.2918294433870914,0.0,0.0,150,KU740200.1
12806,8740,8750,0.2918294433870914,0.2921633443520652,0.0,0.0,150,KU740200.1
12807,8750,8760,0.2921633443520652,0.29249724531703897,0.0,0.0,150,KU740200.1
12808,8760,8770,0.29249724531703897,0.29283114628201273,0.0,0.0,150,KU740200.1
12809,8770,8780,0.29283114628201273,0.29316504724698655,0.0,0.0,150,KU740200.1
12810,8780,8790,0.29316504724698655,0.2934989482119603,0.0,0.0,150,KU740200.1
12811,8790,8800,0.2934989482119603,0.29383284917693414,0.0,0.0,150,KU740200.1
12812,8800,8810,0.29383284917693414,0.2941667501419079,0.0,0.0,150,KU740200.1
12813,8810,8820,0.2941667501419079,0.2945006511068817,0.0,0.0,150,KU740200.1
12814,8820,8830,0.2945006511068817,0.2948345520718555,0.0,0.0,150,KU740200.1
12815,8830,8840,0.2948345520718555,0.29516845303682926,0.0,0.0,150,KU740200.1
12816,8840,8850,0.29516845303682926,0.2955023540018031,0.0,0.0,150,KU740200.1
12817,8850,8860,0.2955023540018031,0.29583625496677685,0.0,0.0,150,KU740200.1
12818,8860,8870,0.29583625496677685,0.29617015593175067,0.0,0.0,150,KU740200.1
12819,8870,8880,0.29617015593175067,0.29650405689672443,0.0,0.0,150,KU740200.1
12820,8880,8890,0.29650405689672443,0.2968379578616982,0.0,0.0,150,KU740200.1
12821,8890,8900,0.2968379578616982,0.297171858826672,0.0,0.0,150,KU740200.1
12822,8900,8910,0.297171858826672,0.2975057597916458,0.0,0.0,150,KU740200.1
12823,8910,8920,0.2975057597916458,0.2978396607566196,0.0,0.0,150,KU740200.1
12824,8920,8930,0.2978396607566196,0.29817356172159337,0.0,0.0,150,KU740200.1
12825,8930,8940,0.29817356172159337,0.29850746268656714,0.0,0.0,150,KU740200.1
12826,8940,8950,0.29850746268656714,0.29884136365154096,0.0,0.0,150,KU740200.1
12827,8950,8960,0.29884136365154096,0.2991752646165147,0.0,0.0,150,KU740200.1
12828,8960,8970,0.2991752646165147,0.29950916558148855,0.0,0.0,150,KU740200.1
12829,8970,8980,0.29950916558148855,0.2998430665464623,0.0,0.0,150,KU740200.1
12830,8980,8990,0.2998430665464623,0.30017696751143613,0.0,0.0,150,KU740200.1
12831,8990,9000,0.30017696751143613,0.3005108684764099,0.0,0.0,150,KU740200.1
12832,9000,9010,0.3005108684764099,0.30084476944138366,0.0,0.0,150,KU740200.1
12833,9010,9020,0.30084476944138366,0.3011786704063575,0.0,0.0,150,KU740200.1
12834,9020,9030,0.3011786704063575,0.30151257137133125,0.0,0.0,150,KU740200.1
12835,9030,9040,0.30151257137133125,0.30184647233630507,0.0,0.0,150,KU740200.1
12836,9040,9050,0.30184647233630507,0.30218037330127884,0.0,0.0,150,KU740200.1
12837,9050,9060,0.30218037330127884,0.3025142742662526,0.0,0.0,150,KU740200.1
12838,9060,9070,0.3025142742662526,0.3028481752312264,0.0,0.0,150,KU740200.1
12839,9070,9080,0.3028481752312264,0.3031820761962002,0.0,0.0,150,KU740200.1
12840,9080,9090,0.3031820761962002,0.303515977161174,0.0,0.0,150,KU740200.1
12841,9090,9100,0.303515977161174,0.3038498781261478,0.0,0.0,150,KU740200.1
12842,9100,9110,0.3038498781261478,0.3041837790911216,0.0,0.0,150,KU740200.1
12843,9110,9120,0.3041837790911216,0.30451768005609536,0.0,0.0,150,KU740200.1
12844,9120,9130,0.30451768005609536,0.30485158102106913,0.0,0.0,150,KU740200.1
12845,9130,9140,0.30485158102106913,0.30518548198604295,0.0,0.0,150,KU740200.1
